type,price,surface_totale,nombre_chambres,nombre_salle_bain,etage,parking,piscine,jardin,balcon,terrasse,ascenseur,climatisation,chauffage,vue_panoramique,neuf,haut_standing,gouvernorat,delegation,url,description,area
0,1670000,550,6,2,0.0,0,0,1,0,0,0,0,0,0,0,0,cité el khadra,cité jardins,https://www.mubawab.tn/fr/a/8292175/a-vendre-villa-550-m%C2%B2-angle-rue-av-louis-braille,"En exclusivité, votre conseiller en immobilier Bassem Khemiri vous présente l’opportunité de vendre un bien d’angle situé surl’avenue Louis Braille, d’une superficie de 550 m².Le bien dispose d’un titre foncier en règle, est libre de toute hypothèque et offre un fort potentiel d’exploitation.Il peut parfaitement convenir pour le siège d’une société, une école, un centre de formation ou toute autre activité professionnelle.",Non spécifié
0,950000,386,6,3,0.0,0,1,0,0,1,0,1,1,0,0,0,la goulette,la goulette,https://www.mubawab.tn/fr/a/7962626/villa-%C3%A0-kheireddine-la-goulette-300m-de-la-plage,"Darcom Tunisia vous propose à la vente une villa idéalement située à Kheireddine – La Goulette, à seulement 300 m de la plage.Édifiée sur un terrain de 386 m² pour une surface bâtie de 340 m², cette propriété offre un fort potentiel d’extension, avec la possibilité de bâtir jusqu’à quatre niveaux.À l’extérieur :Un agréable espace de vie avec piscine, terrasse et abri de voiture.Rez-de-chaussée :•       Salon lumineux /séjour ouvrant sur la piscine•       Cuisine semi-ouverte richement équipée /Débarras•       Deux chambres à coucher, dont une spacieuse suite parentale avec salle de douche privative, double vasque, et accès direct à la piscine•       Salle de douche communeÉtage (entrée indépendante) :•       Quatre pièces dont une disposant d’une grande terrasse•       Salle de bain•       Salle d’eau pour invités•       Cuisine avec grand séchoirCette villa constitue une opportunité rare à La Goulette, idéale aussi bien pour une résidence principale, une villa bi-familiale, ou un projet de promotion immobilière, à deux pas de la plage.",Non spécifié
0,1280000,423,6,1,0.0,0,0,1,0,1,0,1,1,0,0,0,la marsa,cité les pins,https://www.mubawab.tn/fr/a/8242601/villa-%C3%A0-vendre-%C3%A0-la-marsa,"22Estates vous propose à la vente une villa située à La Marsa, à proximité de toutes les commodités.Cette propriété représente une excellente opportunité dans un emplacement recherché.Édifiée sur deux niveaux, elle se compose au rez-de-chaussée d’un S3, et à l’étage d’un second S3.Une opportunité rare à ne pas manquer à La Marsa ! Pour plus d’informations, veuillez contacter le 27 320 200.",Non spécifié
0,650000,150,4,3,0.0,0,1,0,0,1,0,0,0,1,0,0,aghir,Non spécifié,https://www.mubawab.tn/fr/a/8265991/villa-a-%C3%A0-vendre-%E2%80%93-style-djerbien,"Villa A à vendre – Style djerbien – Plain-pied avec piscine – Aghir DjerbaÀ vendre, une magnifique villa plain-pied au style djerbien, située dans la zone touristique d’Aghir, dans un environnement calme et recherché. Cette propriété allie charme traditionnel et confort moderne, avec de beaux volumes et des prestations soignées.Le salon est lumineux et ouvert sur une cuisine moderne et conviviale ainsi qu’une salle à manger.Un grand placard est intégré dans le salon.La villa comprend deux suites parentales, chacune disposant d’une chambre spacieuse et d’une salle de bain privative.Un deuxième espace nuit offre deux chambres et une grande salle de bain commune.- La villa dispose d’une piscine, d’un local technique, d’une paillote extérieure aménagée, d’un salon d’été, d’une douche extérieure et d’une toilette extérieure.- Un garage avec accès direct à la cuisine est également présent.- Un escalier mène aux terrasses et aux toits, où se trouve une paillote offrant une vue mer.Surface du terrain : 500 m²Surface habitable : 150 m²Titre bleu individuelZone urbaine",Non spécifié
0,1050000,400,4,3,0.0,0,1,1,1,0,0,1,1,1,0,0,hammamet,hammamet,https://www.mubawab.tn/fr/a/8159299/%C3%A0-vendre-villa-de-luxe-avec-piscine-%C3%A0-craxi-hammamet,"Cette villa  de  280m² érigée sur deux niveaux se dresse au milieu d’un terrain de 400m² est située au cœur d’un quartier  calme et résidentiel à  Craxi Hammamet.Au RDC on trouve un spacieux  salon  lumineux   ouvert sur la piscine et le jardin,dans la continuité on trouve une cuisine  moderne  bien aménagée et équipée (plaque, hotte ,four) ouvert sur le jardin   ainsi qu’une chambre  d’amis et une salle d’eau invitéeQuand au premier niveau on trouve la partie nuit qui se compose de trois suites parentale ouvrant sur des balcons  vue sur mer  et nanties des dressingsLe chauffage et la climatisation en Split system sont disponibles.Un abri  pour deux voitures est disponible  .",Non spécifié
0,1200000,350,5,4,0.0,0,1,1,0,0,0,1,1,0,0,0,hammamet,hammamet nord,https://www.mubawab.tn/fr/a/8276544/%C3%A0-vendre-villa-en-s5-%C3%A0-200m-de-la-plage,"Cette villa de 350m² bâtie érigée sur deux niveaux se dresse au milieu d’un terrain de 400m², dans un quartier calme et résidentiel Mrezga, Hammamet nord à 200m de la mer. Au premier niveau on trouve un  salon lumineux avec cheminée ouvrant sur le jardin et la piscine ainsi qu’ une cuisine  moderne bien aménagée et équipée (plaque,hotte) et une suite parentale. Quant au deuxième niveau on trouve la partie nuit qui se compose de trois suites parentales et une chambre à couchers ainsi qu’ une salle de bain.Le chauffage et la climatisation en Split system sont disponibles.-Un abri pour  deux voitures est disponible .-Une Cuisine extérieur est à la disposition.",Non spécifié
0,750000,216,3,2,0.0,0,1,1,0,0,0,1,1,0,0,0,hammamet,hammamet,https://www.mubawab.tn/fr/a/8268575/%C3%A0-vendre-villa-avec-piscine-%C3%A0-hammamet-nord-zone-radisson,"Cette villa de 216m² bâtie érigée sur deux niveaux se dresse au milieu d’un terrain de 230m², dans un quartier calme et résidentiel zone Radisson blu , Hammamet nord. Au premier niveau on trouve un  salon lumineux ouvrant sur le jardin et la piscine ainsi qu’ un coin séjour ainsi dans la continuité on trouve une cuisine  moderne bien aménagée et équipée (plaque,hotte) et une salle d’eau pour les invitées. Quant au deuxième niveau on trouve la partie nuit qui se compose de trois chambres à couchers  nanties des dressings et qui se partagent une salle de douche  .Le chauffage et la climatisation en Split system sont disponibles.Un abri pour  deux voitures est disponible .",Non spécifié
0,1380000,292,3,3,0.0,1,0,1,0,1,0,1,1,0,0,0,le kram,les jardins de carthage,https://www.mubawab.tn/fr/a/7846475/triplex-292-m%C2%B2-haut-standing-jardins-de-carthage,"Darcom Tunisia, votre meilleur allié pour trouver votre futur foyerMet à votre disposition un joli Triplex au RDC d’une superficie de 292,03 m2 avec un jardin de 86,26 m2 , situé dans une résidence R3 aux Jardins de Carthage.Au RDC, on trouve un salon avec dressing au hall, un séjour, une cuisine aménagée et équipée, une salle d’eau et une chambre de service.Au 1er étage, on trouve une suite parentale contenant un double dressing avec salle de douche, deux chambres à coucher chacune avec dressings et qui se partagent une salle de bain.Le sous-sol est composé de quatre places parking et deux celliers.",Non spécifié
0,985000,200,4,2,0.0,1,1,1,0,0,0,0,1,0,0,0,la soukra,chotrana 2,https://www.mubawab.tn/fr/a/8118749/a-vendre-villa-rdc-%C3%A0-soukra,"Darcom-Tunisia La Soukra vous propose à la vente une villa avec Piscine en cours de finition ayant une superficie terrain de 546 m² et d’environ de 200 m² bâtie , avec son style moderne la Villa est érigée sur un seul niveau situé à Soukra Chotrana II.bénéficie de finitions de qualité et d'équipements haut de gamme, tels que des revêtements en marbre ""THELA"", des sanitaires  de premier choix et des portes en bois nobles.À l’entrée, nous y retrouvons un hall, un salon spacieux vaste donnant sur le jardin .une cuisine équipée avec un porte coulissante qui donne sur le salon.La partie nuit comprend une suite parentale avec salle de bain, trois chambres à coucher et une salle de bain communeL’espace extérieur vous offre un jardin vaste avec une piscine qui satisfera votre besoin de verdure et de plein air tout en étant chez vous. Ainsi qu’un débarra .Un parking pour deux voitures est disponible.Si vous souhaitez visiter le bien n’hésitez pas à nous contacter",Non spécifié
0,2300000,2400,4,1,0.0,1,1,1,0,0,0,1,0,0,0,0,hammamet,hammamet,https://www.mubawab.tn/fr/a/8190865/%C3%A0-vendre-villa-de-ma%C3%AEtre-%C3%A0-oued-lassoued-hammamet,"Cette villa de 385m² érigée sur deux niveaux se dresse au milieu d’un terrain de 2400m² dans un quartier calme et très bien fréquenté à Oued Lassoued, Hammamet.Au premier niveau on trouve un spacieux salon  lumineux en double hauteurs qui occupe une grande partie de cette villa, il est totalement ouvert sur la piscine et le jardin ,dans la continuité on trouve  une grande cuisine  moderne bien agencée et équipée ouverte sur le jardin ainsi qu’une salle d’eau pour les invitées et deux suites parentale. Au premier niveau on trouve une suite parentale et une chambre à coucher avec dressing.La villa est équipé d’un système domotiqueLa villa est équipée par la climatisation centrale .À l’extérieur on trouve un coin barbecue.Un parking de voiture est  disponible.",Non spécifié
0,275000,145,6,1,0.0,0,0,0,0,1,0,0,0,1,0,0,sousse corniche,Non spécifié,https://www.mubawab.tn/fr/a/8290613/a-vendre-rez-de-chauss%C3%A9e-de-villa,"Ce rez-de-chaussée de villa de style arabesque, de standing moyen est totalement indépendant et en 2 éme position de la mer .Dès l’entrée, on découvre un espace bien agencé comprenant des chambres à coucher, une cuisine fonctionnelle ainsi qu’une salle de bain. L’espace de vie s’ouvre ensuite sur une spacieuse terrasse, idéale pour profiter des moments de détente et des repas en plein air.La villa dispose également de 3 autres chambres de style arabo-andalou.Ce bien convient à une habitation familiale ou à un investissement et dispose d’un titre individuel.",Non spécifié
0,830000,140,2,2,0.0,0,0,0,0,1,0,1,1,1,0,0,la marsa,gammarth,https://www.mubawab.tn/fr/a/8131282/a-vendre-un-duplex-s2-avec-vue-sur-mer-%C3%A0-gammarth,À vendre Superbe duplex S2 avec vue imprenable sur la mer        Ce magnifique duplex S2 vous offre un cadre de vie exceptionnel avec une vue spectaculaire sur la mer. Idéalement situé ce Duplex bénéficie d’une luminosité naturelle exceptionnelle et de prestations de qualité. Le premier niveau dispose d’un grand salon lumineux . La cuisine  équipée est idéale pour les amateurs de cuisine. Une salle d’eau  est également disponible à cet étage. À l’étage supérieur vous trouverez deux chambres confortables dont une avec vue mer offrant une véritable atmosphère de détente une salle de bain commune Une Terrasse pour une table avec quatre chaises et un accée sur le toit  Points forts Vue mer imprenable Emplacement idéal à proximité des plages et des commodités Luminosité optimale Terrasse  privé Prix   Pour plus d’informations ou pour organiser une visite veuillez contacter  216 92 091 094.,Non spécifié
0,1750000,280,4,3,0.0,0,0,1,0,1,0,1,1,0,0,0,la marsa,gammarth supérieur,https://www.mubawab.tn/fr/a/8257662/a-vendre-une-villa-%C3%A0-gammarth,"À vendre – Villa S5 avec jardin et garage à Gammarth SupérieurÀ Gammarth Supérieur, dans un emplacement stratégique et très recherché, nous vous proposons à la vente une villa S5 construite en 1985, d’une surface bâtie d’environ 280 m² répartie sur deux niveaux, édifiée sur un terrain de 553 m².Elle se compose comme suit :• Rez-de-chaussée :Un spacieux salon lumineuxUne salle à mangerUne cuisine indépendanteUne salle d’eau invitésUn accès direct au jardinDeux chambres à coucher• Étage :Quatre chambres à coucher dont une suiteUne salle de bainExtérieur :Un garage pour deux voituresUn grand jardin piscinablePossibilité d’aménagement supplémentaire selon besoinLa villa nécessite quelques travaux de rafraîchissement, offrant un excellent potentiel dans l’une des zones les plus prisées de Gammarth.Un bien rare à visiter rapidement !",Non spécifié
0,1900000,538,3,2,0.0,0,0,1,0,1,0,1,1,0,0,0,carthage,carthage,https://www.mubawab.tn/fr/a/8287142/a-vendre-une-villa-%C3%A0-r%C3%A9nover-%C3%A0-marsa-nassim,"À vendre – Villa de plain-pied à La Marsa EnnassimNous vous proposons à la vente une superbe villa de plain-pied, édifiée sur un terrain de 538 m² avec une superficie bâtie  environ de 300 m², située dans l’un des quartiers les plus recherchés de La Marsa Ennassim.La villa offre de beaux volumes, une excellente luminosité et un cadre de vie calme et résidentiel. Elle se distingue par son emplacement stratégique, à proximité des commodités, des écoles et des axes principaux.Localisation premium – Opportunité rare sur le secteurIdéale pour une résidence familiale ou un investissement de qualité.Pour plus d’information contactez -nous sur 92 091 094.",Non spécifié
0,4500000,500,5,2,0.0,0,0,1,1,1,0,0,0,0,0,0,carthage,carthage,https://www.mubawab.tn/fr/a/8026153/villa-clermont-ferrand-%C3%A0-vendre-%C3%A0-carthage,"Une villa qui fait le coin idéale pour un projet commercial sur un terrain de 500 m² situé sur l'avenue principale à Carthage Hannibal. Au RDC, On a un salon, une cuisine, 2 chambres et une salle de bain. Au 1er étage, On a un séjour, 3 chambres, une salle de bain et un balcon qui fait le tour. A L'extérieur, On a une terrasse, un jardin et un garage.",Non spécifié
0,380000,160,3,2,0.0,0,0,0,0,1,0,0,0,0,0,0,hammam sousse ghrabi,Non spécifié,https://www.mubawab.tn/fr/a/8285853/a-vendre-une-maison-ind%C3%A9pendante-%C3%A0-hammam-sousse,"Cette maison indépendante est idéalement située dans un quartier calme, proche de toutes les commodités (écoles, commerces, services).À l’entrée, un agréable espace extérieur offre la possibilité d’aménager un coin détente.En franchissant la porte principale, vous découvrez un salon généreux suffisamment spacieux pour y installer un salon et une salle à manger.Un couloir mène vers les autres pièces de la maison. La cuisine indépendante, bien agencée et dotée de plusieurs éléments de rangement, bénéficie d’un accès direct à une terrasse, idéale pour les repas en plein air ou comme espace de service.La partie nuit se compose de trois chambres à coucher, toutes bien éclairées. Elles partagent deux points d’eau, dont une salle d’eau avec douche, offrant un confort optimal pour toute la famille.De plus, la parcelle offre la possibilité de bâtir deux étages supplémentaires, ce qui laisse libre cours à une future extension selon vos besoins.",Non spécifié
0,580000,137,5,3,0.0,0,1,1,1,1,0,1,0,0,0,0,midoun,midoune,https://www.mubawab.tn/fr/a/8298717/villa-neuve-exclusive-%C3%A0-djerba-midoun-arkou,"Rez-de-chaussée (67,40 m²) : Grand salon avec coin repas (S.A.M.) et cuisine ouverte. Une chambre séparée  t une salle dedouche moderne (S.D.D.).Étage (70,00 m²) : Suite parentale unique avec dressing, salle de bains et balcon privés. Deux autres chambres lumineuses etune troisième salle de bains.Extérieur:Jardin privé avec piscine incurvée et mur  pour une intimité maximale",Non spécifié
0,750000,858,4,2,0.0,0,0,1,0,1,0,0,0,0,0,0,sousse ville,sousse ville,https://www.mubawab.tn/fr/a/8065812/projet-pour-promotion-immobiliere,"Maison à rénover ou pour la promotion immobilier à Sousse VilleA vendre chez IGH ImmobilièreUne maison en plain-pied de 858m² terrain et 245m² couvert sur la route principaleZone polyfonctionnelle constituée de commerces, de services, de bureaux et de l'habitat en étagesA proximité de toutes les commoditésProche de tous commerces et les établissements publicsVocation R5C.O.S : 0,75C.U.F : 4,5Ce terrain offre une opportunité de choix à saisirEmplacement StratégiqueBonne voisinageIdéal pour une promotion immobilièreLes papiers sont en règlesPrix : 750.000 DTPour de plus amples détails ou pour rendre visite sur les lieux, n'hésitez pas à nous contacter",Non spécifié
0,980000,764,8,6,0.0,0,0,1,0,0,0,1,1,0,0,0,la soukra,chotrana 3,https://www.mubawab.tn/fr/a/8299200/une-villa-s7,"DS Reality met à votre disposition à la vente une villa S7 située à La Soukra – Chotrana 3, édifiée sur un terrain de 764 m² avec une surface bâtie de 560 m².Elle se compose de :Rez-de-chaussée :Un salon–salle à manger spacieuxUne cuisine équipée (plaque, hotte, four)Un séjourPartie nuit :Deux suites parentalesUne chambre à coucher avec dressingUne salle de bain commune1er étage :Deux appartements S2L’un avec suite parentaleUne salle de bain commune pour chaque appartementEspace extérieur :Un garage pouvant accueillir deux voituresUn grand jardin faisant le tour de la villaPrestations :Climatisation splitChauffage centralSystème d’alarme inclus",Non spécifié
0,180000,90,3,1,0.0,0,0,0,0,1,0,0,0,0,0,0,la medina,Non spécifié,https://www.mubawab.tn/fr/a/8292124/a-vendre-maison-style-arabesque-au-centre-ville,"L’Agence Immobilière La Méditerranée propose à la vente une maison de style arabe située dans un emplacement stratégique, Au prix de180 000 dinars négociable . Elle dispose d’un titre de propriété enregistré au registre foncier et comprend 4 pièces (S3)",Non spécifié
0,1200000,160,4,2,0.0,0,0,0,0,1,0,0,0,1,0,0,hammamet,hammamet,https://www.mubawab.tn/fr/a/8299184/a-vendre-maison-au-bord-de-la-mer-%C3%A0-hammamet,"L’agence immobilière Le Boulevard vous propose :A #Vendre    #Référence : 1424aUne maison arabe authentique à rénover offre un emplacement exceptionnel et très recherché, avec une vue imprenable sur la mer, Située au cœur de la médina d’Hammamet, à quelques pas de la mer.Il s’agit d’un bien rare et unique, difficile à trouver dans ce secteur historique et touristique, Son architecture traditionnelle, son cachet d’époque et son potentiel de rénovation en font une véritable opportunité d’investissement.Cette propriété est idéale pour un projet de maison d’hôtes, résidence de charme ou pied-à-terre de prestige, elle conviendra parfaitement aux étrangers souhaitant s’installer à Hammamet, attirés par l’authenticité, la mer et l’ambiance unique de la médina.Une affaire à ne pas rater, que ce soit pour un projet personnel ou un investissement touristique à forte valeur ajoutée.•	Superficie de terrain : 160m²•	Superficie couverte : 160m²•	Titre foncier individuel•	Prix : 1.200.000TND",Non spécifié
0,1050000,342,4,1,0.0,0,1,1,0,0,0,1,1,0,0,0,nabeul,cité el wafa,https://www.mubawab.tn/fr/a/8291119/%C3%A0-vendre-villa-avec-piscine-%C3%A0-cit%C3%A9-el-wafanabeul,"Cette villa de 350m² bâtie érigée sur trois niveaux se dresse au milieu d’un terrain de 342m², dans un quartier calme et résidentiel à cité el wafa ,Nabeul. Au RDC on trouve un  salon lumineux  ouvert sur le jardin et la piscine  grâce aux larges baies vitrées ainsi qu’une chambre d’amis  et une cuisine  bien équipée et aménagée (plaque,hotte ..) et une salle de douche pour les invités. Quant au premier niveau on trouve la partie nuit qui se compose d’une suite parentale et deux chambres à couchers   nanties des dressings et qui se partagent une salle de bain avec jacuzzi . au deuxième niveau on trouve un studio S0.Le chauffage central  est disponible et la climatisation en Split system est pré-installé.Un abri pour  deux voitures est disponible ainsi qu’un garageLa villa est équipée  par un système d’alarme.",Non spécifié
0,880000,250,4,2,0.0,0,0,1,0,1,0,0,0,0,0,0,la marsa,la marsa,https://www.mubawab.tn/fr/a/8288951/villa-%C3%A0-r%C3%A9nover-%C3%A0-la-marsa,"Située à La Marsa, dans le quartier Cité Roseraie, cette villa est construite sur un terrain de 350 m² et offre environ 250 m² couverts. Le bien nécessite des travaux de rénovation et présente un fort potentiel d’aménagement.Composition :Rez-de-jardin : cuisine, grand salon, séjour, salle d’eauRez-de-chaussée : 4 chambres à coucher, salon, 2 salles de bainPossibilité de construire un étage supplémentaire.Villa idéale pour une famille ou pour un projet de rénovation et valorisation dans un secteur recherché de La Marsa.Pour plus d’informations ou pour organiser une visite, merci de nous contacter.",Non spécifié
0,470000,300,4,3,0.0,0,1,1,0,1,0,0,0,1,0,0,hergla,Non spécifié,https://www.mubawab.tn/fr/a/8268309/villa-inachev%C3%A9-en-vente-%C3%A0-corniche-hergla,"Cette villa se situe à Cité Nozha, à quelques mètres de la corniche et à proximité immédiate des commodités, dans un environnement calme et résidentiel, entouré de villas.La maison, encore inachevée, offre la possibilité d’être aménagée selon vos goûts, dans un style moderne et contemporain.Au rez-de-chaussée, l’entrée s’ouvre sur un espace extérieur pouvant accueillir une terrasse avec pergola, un salon lumineux donnant sur l’extérieur avec piscine, ainsi qu’une cuisine semi-ouverte. Une chambre et une salle d’eau pour les invités complètent ce niveau.À l’étage, la villa dispose de trois chambres, dont une suite parentale avec terrasse, de deux chambres doubles et d’une salle de bain. Un garage est également disponible.Orientée à l’est et isolée sur trois côtés, la maison bénéficie d’une belle luminosité ainsi que d’une aération naturelle optimale.Un bien idéal pour une résidence moderne et confortable.",Non spécifié
0,800000,4249,3,1,0.0,0,0,0,0,0,0,1,0,1,0,0,utique,Non spécifié,https://www.mubawab.tn/fr/a/8292820/%C3%A0-vendre-villa-s3-b%C3%A2ti-sur-un-terrain-agricole-%C3%A0,JUST ON TIME IMMO met à votre disposition pour la vente un terrain agricole avec une petite villa s3 à utique bizerte .Elle est composé comme suit :Un salon spacieux2 chambres à coucherune suite parentaleune cuisineSDDSDBsuperficie terrain 4249m2superficie bati 300m2Elle est équipée avec une climatisation splitPour plus d’information: 29667274 ou 29667106,Non spécifié
0,1650000,380,6,3,0.0,0,0,0,1,1,0,0,0,0,0,0,el menzah,el menzah 1,https://www.mubawab.tn/fr/a/8287385/vente-villa-a-elmenzah-4,"On vous propose a la vente villa sur 2 niveaux a ElMENZAH 4 .La villa fais 598 m2 terrain et 380 m2 couvert , repartie sur 2 niveauxEmplacement : Menzah 4Superficie terrain : 598 m²Surface bâtie : 380 m²Composition :Rez-de-chaussée :Salon avec balcon,3 chambres dont 2 avec balcon,Cuisine indépendante,Salle de bain,Salle d’eau1er étage :Hall d’entrée,Salon lumineux,4 chambres à coucher,Cuisine,Salle de baindeux places pour voitures",Non spécifié
0,990000,366,5,5,0.0,0,0,1,0,1,0,1,1,0,0,0,ariana ville,cité ennasr 1,https://www.mubawab.tn/fr/a/8297111/a-vendre-une-villa-jumel%C3%A9e-%C3%A0-ennasr,"On vous propose à la vente une villa jumelée en triplex, située au sein d’une résidence à Ennasr 1.Rez-de-chaussée :Un salon–salle à manger avec cheminée et séjour, une grande cuisine équipée, une terrasse ainsi qu’une salle d’eau invités.Rez-de-jardin :Un spacieux salon ouvrant sur le jardin avec barbecue, un garage pour une voiture et un abri pour une deuxième, une cuisine équipée et agencée, un débarras, une pièce d’environ 15 m² pouvant servir de chambre de service, ainsi qu’une salle de bain avec douche.Étage :Une suite avec salle de bain communicante avec une chambre, une suite parentale et une suite junior avec terrasse.Prestations :Installation photovoltaïque, double vitrage, marbre au sol dans toute la villa y compris les chambres, 9 climatiseurs, menuiserie en bois noble (frêne), chauffage central.Titre foncier individuel en règle.",Non spécifié
0,1180000,378,4,2,0.0,0,0,1,0,1,0,1,1,0,0,0,hammam sousse,el kantaoui,https://www.mubawab.tn/fr/a/8133433/villa-r2-en-vente,"Située dans un quartier recherché de Kantaoui, cette ravissante villa de coin s’ouvre sur deux rues, offrant ainsi une belle luminosité et une accessibilité optimale. Elle représente une excellente opportunité pour ceux qui recherchent une petite superficie dans un cadre indépendant et paisible.La propriété s’étend sur deux niveaux. Le rez-de-jardin, habitable immédiatement, comprend un agréable salon à l’entrée, ouvert sur une cuisine américaine entièrement équipée avec tout l’électroménager nécessaire. Cette dernière s’ouvre sur un séchoir exploitable. Une chambre à coucher destinée aux invités ainsi qu’une salle de bain avec baignoire complètent cette première partie.L’espace nuit propose un coin salon de style marocain, trois chambres à coucher confortables, une deuxième cuisine indépendante également équipée et ouverte sur un séchoir, ainsi qu’une autre salle de bain avec baignoire.le rez-de-chaussé est partiellement construit et reste inachevé, laissant ainsi la liberté aux futurs propriétaires de l’aménager selon leurs goûts et besoins.À l’extérieur, un charmant jardin entoure la villa. Un garage complète ce bien, pouvant accueillir facilement trois voitures.Cette villa constitue une belle opportunité pour toute personne souhaitant acquérir un bien indépendant, fonctionnel et à fort potentiel, au cœur de Kantaoui.",Non spécifié
0,550000,200,4,2,0.0,0,0,1,0,0,0,0,0,0,0,0,la manouba,la manouba,https://www.mubawab.tn/fr/a/8238957/villa-individuelle-en-vente,"Cet Propriété comprend deux maisons indépendantes avec un local commercial Située sur l’artère principale de Den Den, offre un emplacement accessible. Dans un quartier proche de toutes les commodités. Elle se compose de deux habitations indépendantes, séparées par un jardin à l’entrée. La première maison, de type S2, comprend un salon, deux chambres, une cuisine indépendante, une salle de douche et un séchoir intérieur. La seconde maison, construite en duplex, propose au rez-de-chaussée un salon, une cuisine et un point d’eau, et à l’étage, deux chambres.",Non spécifié
0,1250000,420,5,1,0.0,0,1,0,0,0,0,0,0,0,0,0,la marsa,ain zaghouan nord,https://www.mubawab.tn/fr/a/8243176/villa-inachev%C3%A9e-s4-%C3%A0-vendre-%C3%A0-ain-zaghouan-nord,"New Key La Soukra met à la vente une villa inacheveé située dans un quartier résidentiel et bien accessible à Ain Zaghouan Nord.Elle se compose d'un spacieux salon lumineux, d'une salle à manger donnant sur la piscine, d'une cuisine, d'un séjour et d'une salle d'eau pour les invités.À l'étage, on trouve 03 suites parentales.La villa dispose également d'une belle piscine, d'un bel espace extérieur et d'un abri pour deux voitures.Il y a également une chambre de service avec salle d'eau.  Référence du bien: Ref8517a",Non spécifié
0,850000,250,3,2,0.0,0,1,1,1,1,0,1,1,0,0,0,hammamet,hammamet,https://www.mubawab.tn/fr/a/8295146/a-vendre-chalet-s3-%C3%A0-hammamet,"Zephyr Immo vous propose à la vente un chalet luxueux situé à Hammamet, dans un quartier prestigieux et bien situé.Édifié sur un terrain de 420 m², ce bien lumineux et spacieux offre au rez-de-chaussée un salon élégant, une salle à manger, une cuisine équipée ouverte, une chambre et une salle de bain.À l’étage, on trouve deux chambres confortables, une salle de bain et un balcon agréable.Le jardin est un véritable espace de détente, avec une belle piscine équipée d’un jacuzzi chauffant, ainsi que des douches et toilettes extérieures, le tout dans un cadre verdoyant et soigné.Un chalet de haut standing, idéal pour profiter du calme et du charme de Hammamet.le Chalet est proposé également en meublé à 950 mille dinars",Non spécifié
0,450000,160,7,2,0.0,0,0,0,0,1,0,0,0,0,0,0,ras jebel,Non spécifié,https://www.mubawab.tn/fr/a/7874772/maison-en-triplex-au-centre-ville-ras-jebel,"EDF Immobilière propose à la vente une Belle Maison en Triplex à Ras Jebel, Bizertesuperficie 160m²surface bâtie 500m²composée d'ungarage Au RDCPremier étage: vaste Salon , 3 chambres a coucher , cuisine équipée, SDB ,deuxième étage: Appartement s3troisième étage chambre Terrassetitre foncier",Non spécifié
0,88000,110,1,1,0.0,0,0,0,0,1,0,0,0,0,0,0,el haouaria,Non spécifié,https://www.mubawab.tn/fr/a/7783681/maison-arabe-au-centre-ville-haouaria,"référence : v 2012maison arabe au centre ville el haouariacontient un grand salon , chambre à coucher , cuisine, salle d'eau et terrassesuperficie total ; 110 m²superficie couvert 90 m²papiers en règles",Non spécifié
0,1400000,425,6,3,0.0,0,0,1,0,1,0,0,0,0,0,0,el menzah,tunis belvedere,https://www.mubawab.tn/fr/a/7959133/villa-marguerite-%C3%A0-vendre-%C3%A0-cit%C3%A9-les-jardins-tunis,"Une villa à rénover sur un terrain de 425 m² situé dans un quartier résidentiel de villa à Cité Les Jardins, Tunis. Au RDC, On trouve un salon, salle à manger, un séjour, une chambre, une cuisine et une salle d'eau. A L'étage, On a trouve un bureau, une salle d'eau, 3 chambres, une salle de bain et une chambre de service au toit. A L'extérieur, On a une terrasse, un jardin et un abris de voiture. Pour tous les renseignements, Contacter L’agent sur le",Non spécifié
0,665000,166,3,2,0.0,1,0,0,1,1,1,1,1,0,0,0,mégrine,megrine coteau,https://www.mubawab.tn/fr/a/8187316/duplex-%C3%A0-vendre-m%C3%A9grine-coteau,"il s'agit d'un coquet duplex situé au centre de Mégrine, une zone calme sélectionnée et très calme et facilement accessible.c'est un S3, haut standing neuf entièrement aménagé et équipé :un salon avec balcontrois chambres à coucherune SDEun cellierune SDBune cuisine équipée avec séchoirdeux climatiseurs, un ascenseur et deux places de parking sont disponibles.",Non spécifié
