Ascenseur,Caméra de surveillance,Celliers,Chambres,Chauffage central,Climatisation,Jardin,Jardin privatif,Pack domotique,Parking,Parking sous sol,Piscine Collective,Piscine Privative,Salles de bains,Suite parentale,Superficie,Terrasse,Type de bien,Type de transaction,category,currency,description,favorites,id,image_count,location_coordinates,location_delegation,location_governorate,page_number,phone,price,published_date,salle de sport,scraped_at,seller_email,seller_is_shop,seller_name,seller_phone,sold,title,url,views
,,,6,,,,,,,,,,2,,670,,,À Vendre,maison_villas,TND,Cette villa est idéale pour un usage bureautique ou pour une école.,0,6932d0af8914daae51964b23,4,,El Menzah 5,Ariana,1,+21628517000,1800000,2025-12-11T10:03:50.000Z,,2025-12-17T18:01:30.614099,contact.mz1@tecnocasa.tn,True,Tecnocasa El Menzah V,+21628517000,False,Villa à vendre ,https://www.tayara.tn/item/maisons-et-villas/ariana/el-menzah-5/villa-vendre/6932d0af8914daae51964b23/,0
,,,2,,,,,,,,,,1,,200,,,À Vendre,maison_villas,TND,"av maison plein pieds aux alentours de hammamet
-salon, 02 chambres à coucher, salle d'eau ,cuisine et véranda .
superficie: 200m
-couvert: 120m
prix: 125md négociable
pour plus d'infos appelez: 99958728
WhatsApp: 28466261


Moin",0,694275c3cd04d08be74c51a7,6,,Hammamet,Nabeul,1,+21699958728,125000,2025-12-17T09:20:03.000Z,,2025-12-17T18:01:32.428967,,False,tunisie invest,+21623455081,False,منزل للبيع 125 مليون بضواحي الحمامات 99958728,https://www.tayara.tn/item/maisons-et-villas/nabeul/hammamet/-125-99958728/694275c3cd04d08be74c51a7/,0
,,,6,,,,,,,,,,3,,460,,,À Vendre,maison_villas,TND,"#opportunité a vendre villa sur 4 niveaux avec garage a #nouvellemedina
villa a pour superficie 160 m² et 460 m² bâti chaque étage comprend s+2 #realestate #house #lacoquettecapital #investissement
Prix: 400.000MD
𝑃𝑜𝑢𝑟 𝑡𝑜𝑢𝑡𝑒 𝑖𝑛𝑓𝑜𝑟𝑚𝑎𝑡𝑖𝑜𝑛 𝑐𝑜𝑚𝑝𝑙𝑒́𝑚𝑒𝑛𝑡𝑎𝑖𝑟𝑒, 𝑛'ℎ𝑒́𝑠𝑖𝑡𝑒𝑧 𝑎̀ 𝑛𝑜𝑢𝑠 𝑐𝑜𝑛𝑡𝑎𝑐𝑡𝑒𝑟 :

📲 𝑻𝒆𝒍 & 𝑾𝒉𝒂𝒕𝒔𝑨𝒑𝒑 : +21651330191

#lacoquettecapital #investissement #realestate #house",0,69426a45cd04d08be74c4ca8,7,,Medina Jedida,Ben Arous,1,+21651330191,0,2025-12-17T08:31:01.000Z,,2025-12-17T18:01:34.244396,,False,coquette,+21653510577,False,#opportunité a vendre villa sur 4 niveaux avec garage a #nouvellemedina,https://www.tayara.tn/item/maisons-et-villas/ben-arous/medina-jedida/opportunit-a-vendre-villa-sur-4-niveaux-avec-garage-a-nouvellemedina/69426a45cd04d08be74c4ca8/,0
,,,4,,,,,,,,,,3,,400,,,À Vendre,maison_villas,TND,"A louer une villa jumelée s+4 avec jardin a ennasr composé de 
un spacieux  salon 
4 chambres a coucher 
3sdb 
Grande cuisine 
Terrasse 
2 places parking 
chauffage central 
Climatisation 
Loyer 3100d 
pour plus d’informations veuillez nous contacter au 55 523 500",0,694143dbcd04d08be74bcba7,3,"{'latitude': 36.856222, 'longitude': 10.1541799}",Cité Ennasr 2,Ariana,1,+21655523500,3100,2025-12-17T09:42:04.000Z,,2025-12-17T18:01:36.091500,agence.kchaou@gmail.com,True,KCHAOU IMMOBILIERE,+21655523500,False,a louer villa s+4 a ennasr,https://www.tayara.tn/item/maisons-et-villas/ariana/cit-ennasr-2/a-louer-villa-s4-a-ennasr/694143dbcd04d08be74bcba7/,0
,,,2,,,,,,,,,,2,,461,,,À Vendre,maison_villas,TND,"🏡 À Vendre – Belle Villa avec Studio Indépendant et Jardin à La Corniche, Bizerte 🌿🌊
Nous mettons en vente une magnifique villa sur deux niveaux, située dans un emplacement stratégique, à proximité de l’Hôtel Corniche Palace, dans le quartier prisé de La Corniche, Bizerte.
✨ Caractéristiques du bien :
✔️ Deux appartements indépendants de 110 m² chacun, offrant de spacieux S+2 avec un excellent standing
✔️ Studio indépendant idéal pour location ou usage personnel
✔️ Petit jardin pour profiter d’un espace extérieur agréable
✔️ Superficie totale du terrain : 461 m²
✔️ Titre foncier individuel
📍 Un cadre idéal, proche de toutes commodités, offrant à la fois confort et sérénité.
💰 Prix attractif ! Contactez-nous pour plus d’informations et une visite.
📞 Agence Immobilière Best Service
📍 Cité de la Santé – La Corniche, Bizerte
📲 Tél. : 53 300 150 / 98 141 225
🌐 Site web : immo-sallem.com
📷 Instagram : @agence_bestservice
🔑 Ne manquez pas cette belle opportunité !",0,68ff8c50b756576ab409cebe,10,,Bizerte Nord,Bizerte,1,+21698141173,750000,2025-12-12T10:31:20.000Z,,2025-12-17T18:01:37.994608,sallem_naceur@yahoo.fr,True,Agence Immobilière Best Service,+21698141173,False,"À Vendre – Belle Villa avec Studio Indépendant et Jardin à La Corniche, Bizerte",https://www.tayara.tn/item/maisons-et-villas/bizerte/bizerte-nord/-vendre-belle-villa-avec-studio-indpendant-et-jardin-la-corniche-bizerte/68ff8c50b756576ab409cebe/,0
,,,4,,,,,,,,,,3,,356,,,À Vendre,maison_villas,TND,"À vendre : Superbe villa avec piscine au Bardo - 356 m? de terrain
Découvrez cette magnifique villa située dans un quartier résidentiel calme et prestigieux du Bardo, composé exclusivement de villas
Avec une surface de terrain de 356 m, cette propriété spacieuse offre un cadre de vie idéal, alliant confort, élégance et praticité.
Rez-de-chaussée :
• Grand salon et salle à manger lumineux
• Deux cuisine équipes 
• Toilettes invités
• Belle piscine privée
• Garage couvert pouvant accueillir deux voitures
Étage:
• Quatre chambres spacieuses avec dressing, dont :
• Une suite parentale avec dressing, salle de bain et chambre
• Une salle de bain commune
Atout supplémentaire : Studio indépendant
• Un studio avec entrée indépendante, déjà loué à
550 TND/mois, offrant un revenu locatif intéressant
Cette villa est parfaite pour une famille à la recherche d'un cadre de vie paisible, tout en étant proche des commodités.
Pour plus d'informations ou une visite, contactez : 25 316 913.",0,693c852f8914daae519a813d,10,,Le Bardo,Tunis,1,+21625316913,1250000,2025-12-12T23:34:43.000Z,,2025-12-17T18:01:39.886716,,False,feten,+21623653333,False,A vendre villa S+4 avec piscine au Bardo + studio avec entrée indépendante,https://www.tayara.tn/item/maisons-et-villas/tunis/le-bardo/a-vendre-villa-s4-avec-piscine-au-bardo-studio-avec-entre-indpendante/693c852f8914daae519a813d/,0
,,,6,,,,,,,,,,2,,292,,,À Vendre,maison_villas,TND,"A vendre maison à cité el Ksiba Kelibia situé à 8 minutes en voiture de plage mansoura de superficie de 292 m² sur deux façades de 17 mètres sur deux rue de 9 mètres.
Rez de chaussé de surface bâti de 170 m² composé de trois chambres à coucher, un salon, une cuisine et une salle d’eau.
Appartement de surface 170 m² avec entrée indépendante composé trois chambres à coucher, un salon, une cuisine et une salle d’eau.
Garage de surface bâti de 50 m².
Maison près de toute la commodité entourée d’un bon voisinage.
Prix : 470 000 Dt
Référence : VT978
TEL : 72 295 572 / 29 760 600 / 29 760 700
WhatsApp : (+216)  29 760 600 / 29 760 700 
",0,679e433d6286c241457b9836,10,,Kélibia,Nabeul,1,+21629760700,470000,2025-12-16T21:30:54.000Z,,2025-12-17T18:01:41.768996,aspisimmo@gmail.com,True,Agence Aspis Immo,+21629760700,False,Maison 292 m² à cité el Ksiba Kelibia,https://www.tayara.tn/item/maisons-et-villas/nabeul/klibia/maison-292-m-cit-el-ksiba-kelibia/679e433d6286c241457b9836/,0
,,,3,,,,,,,,,,1,,220,,,À Vendre,maison_villas,TND,"🔹MAXULA IMMOBILIERE vous propose à la VENTE une magnifique MAISON EN DUPLEX S+3 au BON STANDING idéalement située dans un quartier résidentiel calme et recherché à RADES MELIANE 2. Avec une SURFACE BÂTIE d’environ 275m² sur un TERRAIN de 220m², cette propriété offre un cadre de vie confortable et moderne, idéal pour une famille.
 
🔹Le bien se compose au REZ-DE-CHAUSSÉE de:
 ✅Un vaste SALON/SÉJOUR lumineux, agrémenté d’une porte-fenêtre qui s’ouvre sur un joli jardin.
 ✅Une grande CUISINE moderne entièrement ÉQUIPÉE, complétée par un garde-manger.
 ✅Une SALLE D’EAU.
 
🔹Ensuite au PREMIER ÉTAGE de:
 ✅3 CHAMBRES À COUCHER spacieuses, dont deux avec des placards pour un rangement optimal.
 ✅Une SALLE DE BAIN commune.
 
🔹Et enfin au 2ÈME ÉTAGE de:
 ✅Une KITCHENETTE pratique.
 ✅Une SALLE DE DOUCHE.
 ✅Un ROOFTOP parfait pour se détendre.
 
🔹La MAISON est dotée du CHAUFFAGE CENTRAL, de 3 CLIMATISEURS et possède une ALLÉE DE PARKING pouvant accueillir une voiture.
 
💵Le PRIX est de 630 000 TND.
 
Pour plus de renseignements, n'hésitez pas à nous contacter :
✉️ info@maxulaimmobiliere.tn
☎️ +21628808309 ou +21697446348.
 
 

",0,67877bc97041684afec34d19,12,,Radès,Ben Arous,1,+21628808309,630000,2025-12-17T12:22:14.000Z,,2025-12-17T18:01:43.676602,info@maxulaimmobiliere.Tn,True,Maxula Immobiliere,+21628808309,False,À VENDRE MAISON EN DUPLEX S+3 À RADES MELIANE 2,https://www.tayara.tn/item/maisons-et-villas/ben-arous/rads/-vendre-maison-en-duplex-s3-rades-meliane-2/67877bc97041684afec34d19/,0
,,,3,,,,,,,,,,1,,1500,,,À Vendre,maison_villas,TND,"À 𝙫𝙚𝙣𝙙𝙧𝙚 𝙪𝙣𝙚 𝙫𝙞𝙡𝙡𝙖 – 𝙊𝙥𝙥𝙤𝙧𝙩𝙪𝙣𝙞𝙩é 𝙧𝙖𝙧𝙚 à 𝘿𝙟𝙚𝙧𝙗𝙖 𝙈𝙞𝙙𝙤𝙪𝙣🤎
Découvrez une belle villa sur un terrain spacieux de 1500 m²
✔ 230 m² couverts
✔ Configuration S+2
✔ Studio indépendant S+1 de 55 m²
✔ Titre bleu
✔ Permis de construction disponible
✔ Terrain très large offrant de nombreuses possibilités : extension, piscine, ou autres idées d’investissement.
Un emplacement stratégique à Midoun, dans un quartier calme et proche des commodités.
𝐏𝐫𝐢𝐱 : 𝐮𝐧𝐞 𝐯𝐫𝐚𝐢𝐞 𝐨𝐩𝐩𝐨𝐫𝐭𝐮𝐧𝐢𝐭é ! 
📞+𝟐𝟏𝟔 𝟐𝟎 𝟐𝟒𝟗 𝟐𝟒𝟖",0,693bdee8cd04d08be749a5c0,1,,Djerba Midoun,Médenine,1,+21620249248,399999,2025-12-12T09:23:42.000Z,,2025-12-17T18:01:45.501258,ala.immo.djerba@gmail.com,True,Alaa Immobiliere,+21620249248,False,A vendre une villa avec un grand terrain à Djerba midoun,https://www.tayara.tn/item/maisons-et-villas/mdenine/djerba-midoun/a-vendre-une-villa-avec-un-grand-terrain-djerba-midoun/693bdee8cd04d08be749a5c0/,0
,,,6,,,,,,,,,,2,,413,,,À Vendre,maison_villas,TND,"🔷À VENDRE SPACIEUSE VILLA EN R+2🔷
📍À RADES MELIANE 1


🔹MAXULA IMMOBILIER vous propose à la VENTE une ÉLÉGANTE VILLA en R+2, offrant environ 500 m² bâtis implantés sur un terrain de 413 m². Ce bien, qui allie volumes généreux, fonctionnalité et potentiel est idéalement situé dans un quartier résidentiel calme à RADES MELIANE 1.

🔹Ce bien se compose au REZ-DE-CHAUSSÉE de:
 ✅Un vaste SALON lumineux.
 ✅Une CUISINE ÉQUIPÉ avec rangements.

🔹Au PREMIER ÉTAGE de:
 ✅4 CHAMBRES À COUCHER spacieuses.
 ✅Une SALLE D’EAU.
 ✅Une SALLE DE BAIN.

🔹Au DEUXIÈME ÉTAGE de:
 ✅2 CHAMBRES À COUCHER.
 ✅Une KITCHENETTE fonctionnelle.
 ✅Une SALLE DE BAIN.
 ✅Un ACCÈS AU TOIT.

🔹La VILLA est dotée du CHAUFFAGE CENTRAL et possède une ENTRÉE DE PARKING pour plusieurs voitures.

💵Le PRIX est de 800 000 TND.

Pour plus de renseignements, n’hésitez pas à nous contacter:
✉️ info@maxulaimmobiliere.tn
☎️ +216 28 808 309.

",0,693296f8cd04d08be745b041,10,,Radès,Ben Arous,1,+21628808309,800000,2025-12-17T12:24:13.000Z,,2025-12-17T18:01:47.416912,info@maxulaimmobiliere.Tn,True,Maxula Immobiliere,+21628808309,False,À VENDRE SPACIEUSE VILLA EN R+2 À RADES MELIANE 1,https://www.tayara.tn/item/maisons-et-villas/ben-arous/rads/-vendre-spacieuse-villa-en-r2-rades-meliane-1/693296f8cd04d08be745b041/,0
,,,4,,,,,,,,,,4,,420,,,À Vendre,maison_villas,TND,"À vendre chez Green Immobilier une demeure bien située à Hammamet zone craxi

Elle s’étend sur un terrain de 420 m² avec une superficie habitable de 270 m².

elle offre:

-un salon salle a manger

-une cuisine bien aménagée

-Quatre suites composées, une chambre, une salle de bain, dressing

-un jardin

-Terrasse

-piscine

-place de parking

La villa est équipée par un chauffage central et climatisation centralisée

WhatsApp : +21698100513

Prix demandé : 1050.000 MDT

votre satisfaction est notre priorité",0,68d7163f516f1ddb82e4138e,12,,Hammamet,Nabeul,1,+21698100513,1050000,2025-12-17T16:29:51.000Z,,2025-12-17T18:01:49.337168,pointimmo2@gmail.com,True,green immobiliere,+21698100513,False,"Villa "" Manhattan """,https://www.tayara.tn/item/maisons-et-villas/nabeul/hammamet/villa-manhattan-/68d7163f516f1ddb82e4138e/,0
,,,3,,,,,,,,,,1,,160,,,À Vendre,maison_villas,TND,"Ce duplex jumelé est situé dans un quartier résidentiel à cité Ibn Khaldoun.

Le rez-de-chaussée dessert un salon lumineux grâce à ses ouvertures.

La cuisine est aménagée par des espaces de rangement.

Une salle d'eau est disponible.

L'étage abrite trois chambres à coucher, dont deux munies de placards, et qui se partagent une salle de bain.

L'espace extérieur est dôté d'une terrasse.",0,692ddf29265523b710ee1dce,11,,,,1,+21626505506,270000,2025-12-16T10:07:17.000Z,,2025-12-17T18:01:51.224125,contact.ma2@tecnocasa.tn,True,Tecnocasa Manar 1,+21626505506,False,Duplex jumelé en S+3  à Cité Ibn Khaldoun,https://www.tayara.tn/item/maisons-et-villas/tunis/tunis/duplex-jumel-en-s3-cit-ibn-khaldoun/692ddf29265523b710ee1dce/,0
,,,2,,,,,,,,,,1,,170,,,À Vendre,maison_villas,TND,"A vendre un étage de villa situé à mrezga
400 metres de la plage et l'hôtel delfino
superficie totale 170m²
superficie terrasse : 50m²
RDC 
28.913.483",0,693c24efcd04d08be749d2d8,6,,Mrezga,Nabeul,1,+21628913483,370000,2025-12-12T14:21:39.000Z,,2025-12-17T18:01:53.120409,negoceimmo21@gmail.com,True,Négoce immobilier Hammamet,+21628913480,False,A vendre un étage de villa situé à mrezga 370md,https://www.tayara.tn/item/maisons-et-villas/nabeul/mrezga/a-vendre-un-tage-de-villa-situ-mrezga-370md/693c24efcd04d08be749d2d8/,0
